id_employe,nom,prenom,poste,nom_departement,date_embauche,date_depart,salaire,statut,cohorte_embauche,anciennete_annees,score_moyen,categorie_performance
185,Nom_185,Prenom_185,RH,Data & Analytics,2020-06-24,,960,Actif,2020,6.06,68.7,Faible
194,Nom_194,Prenom_194,Developpeur,Data & Analytics,2020-11-12,,2637,Actif,2020,5.68,77.3,Eleve
195,Nom_195,Prenom_195,Analyste,Data & Analytics,2020-07-10,,1489,Actif,2020,6.02,74.0,Moyen
208,Nom_208,Prenom_208,Analyste,Data & Analytics,2022-10-03,2023-07-09,2475,Parti,2022,0.76,72.5,Faible
213,Nom_213,Prenom_213,Developpeur,Data & Analytics,2022-11-09,,2274,Actif,2022,3.69,76.8,Eleve
229,Nom_229,Prenom_229,Manager,Data & Analytics,2022-06-11,,1791,Actif,2022,4.1,72.1,Faible
235,Nom_235,Prenom_235,Finance,Data & Analytics,2023-02-04,,3384,Actif,2023,3.45,74.6,Moyen
239,Nom_239,Prenom_239,Analyste,Data & Analytics,2023-03-01,,3530,Actif,2023,3.38,74.0,Moyen
245,Nom_245,Prenom_245,Analyste,Data & Analytics,2022-11-11,2026-03-27,3387,Parti,2022,3.37,73.7,Moyen
251,Nom_251,Prenom_251,Developpeur,Data & Analytics,2020-11-29,,4339,Actif,2020,5.63,67.7,Faible
252,Nom_252,Prenom_252,Developpeur,Data & Analytics,2019-04-23,,1837,Actif,2019,7.23,69.8,Faible
266,Nom_266,Prenom_266,RH,Data & Analytics,2020-12-30,,2674,Actif,2020,5.54,78.8,Eleve
273,Nom_273,Prenom_273,Analyste,Data & Analytics,2019-07-22,,4305,Actif,2019,6.99,80.4,Eleve
286,Nom_286,Prenom_286,RH,Data & Analytics,2019-05-24,,2657,Actif,2019,7.15,73.3,Moyen
292,Nom_292,Prenom_292,Finance,Data & Analytics,2020-04-08,,3723,Actif,2020,6.27,78.5,Eleve
295,Nom_295,Prenom_295,Manager,Data & Analytics,2020-10-21,,3187,Actif,2020,5.74,66.8,Faible
298,Nom_298,Prenom_298,Analyste,Data & Analytics,2020-02-07,,1775,Actif,2020,6.44,72.4,Faible
327,Nom_327,Prenom_327,Manager,Data & Analytics,2021-06-15,,1383,Actif,2021,5.09,86.3,Eleve
334,Nom_334,Prenom_334,Finance,Data & Analytics,2021-10-11,,1883,Actif,2021,4.76,72.6,Faible
374,Nom_374,Prenom_374,Developpeur,Data & Analytics,2021-03-26,,2094,Actif,2021,5.31,76.5,Eleve
378,Nom_378,Prenom_378,Finance,Data & Analytics,2022-05-03,,3240,Actif,2022,4.21,80.2,Eleve
380,Nom_380,Prenom_380,Analyste,Data & Analytics,2020-10-01,,4602,Actif,2020,5.79,84.0,Eleve
385,Nom_385,Prenom_385,Manager,Data & Analytics,2020-04-14,,2034,Actif,2020,6.26,67.9,Faible
405,Nom_405,Prenom_405,Finance,Data & Analytics,2023-02-13,,2495,Actif,2023,3.42,74.8,Moyen
430,Nom_430,Prenom_430,RH,Data & Analytics,2019-06-30,,3609,Actif,2019,7.05,68.3,Faible
446,Nom_446,Prenom_446,RH,Data & Analytics,2023-10-25,,1127,Actif,2023,2.73,74.8,Moyen
454,Nom_454,Prenom_454,Manager,Data & Analytics,2021-05-03,,2524,Actif,2021,5.2,74.8,Moyen
459,Nom_459,Prenom_459,Developpeur,Data & Analytics,2020-05-04,,1521,Actif,2020,6.2,80.3,Eleve
470,Nom_470,Prenom_470,Manager,Data & Analytics,2020-06-21,,3783,Actif,2020,6.07,66.6,Faible
474,Nom_474,Prenom_474,Manager,Data & Analytics,2021-04-07,,3231,Actif,2021,5.28,73.8,Moyen
481,Nom_481,Prenom_481,Finance,Data & Analytics,2023-12-05,,4591,Actif,2023,2.61,74.8,Moyen
498,Nom_498,Prenom_498,RH,Data & Analytics,2022-04-28,,1532,Actif,2022,4.22,78.6,Eleve
502,Nom_502,Prenom_502,RH,Data & Analytics,2020-07-23,,4278,Actif,2020,5.98,78.5,Eleve
505,Nom_505,Prenom_505,Finance,Data & Analytics,2023-09-12,2028-04-03,991,Parti,2023,4.56,80.4,Eleve
524,Nom_524,Prenom_524,Analyste,Data & Analytics,2021-09-18,,2373,Actif,2021,4.83,75.3,Moyen
530,Nom_530,Prenom_530,Finance,Data & Analytics,2021-07-24,,1107,Actif,2021,4.98,72.1,Faible
548,Nom_548,Prenom_548,RH,Data & Analytics,2021-03-01,,3596,Actif,2021,5.38,70.9,Faible
561,Nom_561,Prenom_561,RH,Data & Analytics,2020-07-13,,1070,Actif,2020,6.01,73.3,Moyen
569,Nom_569,Prenom_569,RH,Data & Analytics,2023-01-10,,2069,Actif,2023,3.52,79.6,Eleve
573,Nom_573,Prenom_573,Manager,Data & Analytics,2019-09-04,,1427,Actif,2019,6.87,79.0,Eleve
586,Nom_586,Prenom_586,RH,Data & Analytics,2019-04-04,,2917,Actif,2019,7.29,72.3,Faible
591,Nom_591,Prenom_591,RH,Data & Analytics,2022-05-12,,890,Actif,2022,4.18,76.1,Moyen
627,Nom_627,Prenom_627,Finance,Data & Analytics,2023-02-07,,1077,Actif,2023,3.44,79.0,Eleve
637,Nom_637,Prenom_637,Manager,Data & Analytics,2023-06-25,,3458,Actif,2023,3.06,80.2,Eleve
644,Nom_644,Prenom_644,Developpeur,Data & Analytics,2019-10-12,,1389,Actif,2019,6.76,71.8,Faible
690,Nom_690,Prenom_690,Finance,Data & Analytics,2020-10-24,2023-03-19,3084,Parti,2020,2.4,67.8,Faible
693,Nom_693,Prenom_693,Analyste,Data & Analytics,2019-02-06,,3006,Actif,2019,7.44,80.3,Eleve
694,Nom_694,Prenom_694,Analyste,Data & Analytics,2023-12-09,,4358,Actif,2023,2.6,77.4,Eleve
697,Nom_697,Prenom_697,Manager,Data & Analytics,2023-03-29,,4647,Actif,2023,3.3,69.6,Faible
701,Nom_701,Prenom_701,RH,Data & Analytics,2021-05-22,,4998,Actif,2021,5.15,76.6,Eleve
733,Nom_733,Prenom_733,RH,Data & Analytics,2021-08-05,,3977,Actif,2021,4.95,68.7,Faible
734,Nom_734,Prenom_734,Developpeur,Data & Analytics,2021-06-09,,4522,Actif,2021,5.1,73.8,Moyen
759,Nom_759,Prenom_759,Developpeur,Data & Analytics,2022-01-02,,3731,Actif,2022,4.54,73.9,Moyen
763,Nom_763,Prenom_763,Developpeur,Data & Analytics,2022-06-30,,3215,Actif,2022,4.05,87.3,Eleve
781,Nom_781,Prenom_781,Developpeur,Data & Analytics,2023-02-28,,3741,Actif,2023,3.38,80.3,Eleve
790,Nom_790,Prenom_790,Finance,Data & Analytics,2022-03-01,,1230,Actif,2022,4.38,78.8,Eleve
797,Nom_797,Prenom_797,Manager,Data & Analytics,2022-04-20,,4813,Actif,2022,4.24,80.7,Eleve
806,Nom_806,Prenom_806,Analyste,Data & Analytics,2020-10-14,,1319,Actif,2020,5.75,67.8,Faible
823,Nom_823,Prenom_823,Manager,Data & Analytics,2023-03-12,,2874,Actif,2023,3.35,71.3,Faible
831,Nom_831,Prenom_831,RH,Data & Analytics,2019-02-27,,844,Actif,2019,7.38,72.5,Faible
834,Nom_834,Prenom_834,Developpeur,Data & Analytics,2020-11-02,2026-03-17,4298,Parti,2020,5.37,75.3,Moyen
839,Nom_839,Prenom_839,Finance,Data & Analytics,2021-06-04,,4819,Actif,2021,5.12,71.6,Faible
858,Nom_858,Prenom_858,Finance,Data & Analytics,2023-05-09,,1970,Actif,2023,3.19,69.4,Faible
861,Nom_861,Prenom_861,Finance,Data & Analytics,2020-04-15,2021-04-01,1982,Parti,2020,0.96,70.4,Faible
863,Nom_863,Prenom_863,Finance,Data & Analytics,2021-11-01,,2676,Actif,2021,4.71,67.9,Faible
873,Nom_873,Prenom_873,Analyste,Data & Analytics,2021-10-28,,1044,Actif,2021,4.72,81.3,Eleve
881,Nom_881,Prenom_881,Finance,Data & Analytics,2022-04-16,,4750,Actif,2022,4.25,77.2,Eleve
888,Nom_888,Prenom_888,RH,Data & Analytics,2020-05-16,,1120,Actif,2020,6.17,77.8,Eleve
904,Nom_904,Prenom_904,Developpeur,Data & Analytics,2021-06-01,2024-08-01,1097,Parti,2021,3.17,73.0,Moyen
907,Nom_907,Prenom_907,Manager,Data & Analytics,2020-03-25,,2184,Actif,2020,6.31,70.8,Faible
918,Nom_918,Prenom_918,RH,Data & Analytics,2020-01-09,,1321,Actif,2020,6.52,80.7,Eleve
919,Nom_919,Prenom_919,Developpeur,Data & Analytics,2021-12-24,,2687,Actif,2021,4.56,73.9,Moyen
943,Nom_943,Prenom_943,Developpeur,Data & Analytics,2023-07-27,,3788,Actif,2023,2.97,79.7,Eleve
959,Nom_959,Prenom_959,RH,Data & Analytics,2020-11-15,2025-01-26,1480,Parti,2020,4.2,72.9,Moyen
970,Nom_970,Prenom_970,RH,Data & Analytics,2021-12-31,2024-05-11,4978,Parti,2021,2.36,69.6,Faible
974,Nom_974,Prenom_974,Finance,Data & Analytics,2020-11-04,,4780,Actif,2020,5.7,71.0,Faible
982,Nom_982,Prenom_982,RH,Data & Analytics,2020-01-24,,2070,Actif,2020,6.48,72.8,Moyen
997,Nom_997,Prenom_997,RH,Data & Analytics,2019-04-13,,4903,Actif,2019,7.26,75.1,Moyen
1009,Nom_1009,Prenom_1009,Analyste,Data & Analytics,2020-03-22,,2299,Actif,2020,6.32,85.6,Eleve
1010,Nom_1010,Prenom_1010,Finance,Data & Analytics,2022-08-24,,2899,Actif,2022,3.9,68.6,Faible
1019,Nom_1019,Prenom_1019,RH,Data & Analytics,2022-02-03,,4623,Actif,2022,4.45,70.5,Faible
1020,Nom_1020,Prenom_1020,Analyste,Data & Analytics,2023-05-06,2028-03-10,1849,Parti,2023,4.85,69.4,Faible
1023,Nom_1023,Prenom_1023,Developpeur,Data & Analytics,2021-03-07,,1723,Actif,2021,5.36,67.9,Faible
1029,Nom_1029,Prenom_1029,Analyste,Data & Analytics,2021-02-23,,3653,Actif,2021,5.39,75.6,Moyen
1030,Nom_1030,Prenom_1030,Analyste,Data & Analytics,2023-03-12,,3457,Actif,2023,3.35,71.5,Faible
1043,Nom_1043,Prenom_1043,RH,Data & Analytics,2021-01-30,,4195,Actif,2021,5.46,70.2,Faible
1059,Nom_1059,Prenom_1059,Developpeur,Data & Analytics,2020-11-02,,3370,Actif,2020,5.7,70.4,Faible
1062,Nom_1062,Prenom_1062,Developpeur,Data & Analytics,2021-12-10,,1590,Actif,2021,4.6,64.3,Faible
1064,Nom_1064,Prenom_1064,Developpeur,Data & Analytics,2023-12-18,,1546,Actif,2023,2.58,75.1,Moyen
1070,Nom_1070,Prenom_1070,Finance,Data & Analytics,2022-11-29,,4418,Actif,2022,3.63,75.3,Moyen
1078,Nom_1078,Prenom_1078,Developpeur,Data & Analytics,2020-06-29,,3465,Actif,2020,6.05,72.7,Faible
1083,Nom_1083,Prenom_1083,RH,Data & Analytics,2019-09-06,2023-07-08,4390,Parti,2019,3.84,75.8,Moyen
1091,Nom_1091,Prenom_1091,Finance,Data & Analytics,2021-04-10,,3360,Actif,2021,5.27,76.2,Moyen
1108,Nom_1108,Prenom_1108,Analyste,Data & Analytics,2020-04-18,,2236,Actif,2020,6.25,74.1,Moyen
1112,Nom_1112,Prenom_1112,Finance,Data & Analytics,2022-11-10,,3902,Actif,2022,3.68,78.8,Eleve
1115,Nom_1115,Prenom_1115,Manager,Data & Analytics,2020-06-09,2023-02-23,4515,Parti,2020,2.71,79.0,Eleve
1126,Nom_1126,Prenom_1126,RH,Data & Analytics,2023-03-12,,2535,Actif,2023,3.35,76.3,Moyen
1145,Nom_1145,Prenom_1145,Analyste,Data & Analytics,2019-05-25,,1546,Actif,2019,7.15,74.5,Moyen
1146,Nom_1146,Prenom_1146,Finance,Data & Analytics,2023-03-29,,2525,Actif,2023,3.3,74.1,Moyen
1155,Nom_1155,Prenom_1155,Finance,Data & Analytics,2019-04-21,,2571,Actif,2019,7.24,74.1,Moyen
1174,Nom_1174,Prenom_1174,RH,Data & Analytics,2019-11-11,,1753,Actif,2019,6.68,73.6,Moyen
1175,Nom_1175,Prenom_1175,Finance,Data & Analytics,2021-05-26,,4533,Actif,2021,5.14,69.6,Faible
1185,Nom_1185,Prenom_1185,Analyste,Data & Analytics,2020-09-15,,1724,Actif,2020,5.83,78.0,Eleve
1186,Nom_1186,Prenom_1186,Developpeur,Data & Analytics,2020-05-30,,2970,Actif,2020,6.13,74.6,Moyen
1190,Nom_1190,Prenom_1190,Developpeur,Data & Analytics,2019-12-16,,834,Actif,2019,6.58,71.3,Faible
1197,Nom_1197,Prenom_1197,Developpeur,Data & Analytics,2019-08-31,,1703,Actif,2019,6.88,82.2,Eleve
1215,Nom_1215,Prenom_1215,Analyste,Data & Analytics,2021-08-04,,2251,Actif,2021,4.95,74.6,Moyen
1216,Nom_1216,Prenom_1216,Finance,Data & Analytics,2020-07-27,,3113,Actif,2020,5.97,72.9,Moyen
1234,Nom_1234,Prenom_1234,Analyste,Data & Analytics,2020-06-15,,4061,Actif,2020,6.09,77.8,Eleve
1256,Nom_1256,Prenom_1256,Developpeur,Data & Analytics,2022-04-06,,1649,Actif,2022,4.28,78.2,Eleve
1258,Nom_1258,Prenom_1258,Developpeur,Data & Analytics,2023-06-08,2027-06-14,3697,Parti,2023,4.02,76.6,Eleve
1266,Nom_1266,Prenom_1266,Analyste,Data & Analytics,2023-04-23,,2584,Actif,2023,3.23,77.8,Eleve
1284,Nom_1284,Prenom_1284,RH,Data & Analytics,2022-10-04,,3100,Actif,2022,3.78,76.4,Eleve
1303,Nom_1303,Prenom_1303,Finance,Data & Analytics,2019-03-30,,4360,Actif,2019,7.3,81.5,Eleve
1306,Nom_1306,Prenom_1306,Manager,Data & Analytics,2022-08-11,,4959,Actif,2022,3.93,69.9,Faible
1308,Nom_1308,Prenom_1308,RH,Data & Analytics,2023-03-30,,2175,Actif,2023,3.3,70.3,Faible
1321,Nom_1321,Prenom_1321,Developpeur,Data & Analytics,2020-05-17,2024-06-04,3194,Parti,2020,4.05,78.8,Eleve
1323,Nom_1323,Prenom_1323,Analyste,Data & Analytics,2023-06-28,,2170,Actif,2023,3.05,67.3,Faible
1335,Nom_1335,Prenom_1335,Developpeur,Data & Analytics,2023-07-05,,2321,Actif,2023,3.03,76.3,Moyen
1340,Nom_1340,Prenom_1340,Developpeur,Data & Analytics,2021-07-11,,3397,Actif,2021,5.02,76.3,Eleve
1344,Nom_1344,Prenom_1344,Manager,Data & Analytics,2023-01-04,2025-08-13,3681,Parti,2023,2.61,74.2,Moyen
1348,Nom_1348,Prenom_1348,Developpeur,Data & Analytics,2022-12-05,,2064,Actif,2022,3.61,72.1,Faible
1359,Nom_1359,Prenom_1359,Developpeur,Data & Analytics,2021-03-16,,3688,Actif,2021,5.34,73.7,Moyen
1362,Nom_1362,Prenom_1362,Analyste,Data & Analytics,2019-08-16,,3777,Actif,2019,6.92,78.1,Eleve
1372,Nom_1372,Prenom_1372,RH,Data & Analytics,2019-11-20,,2840,Actif,2019,6.66,73.6,Moyen
1378,Nom_1378,Prenom_1378,Manager,Data & Analytics,2020-09-18,,1991,Actif,2020,5.83,78.9,Eleve
1394,Nom_1394,Prenom_1394,Manager,Data & Analytics,2019-10-29,,3114,Actif,2019,6.72,70.1,Faible
1423,Nom_1423,Prenom_1423,Finance,Data & Analytics,2021-11-18,2022-06-11,1929,Parti,2021,0.56,78.4,Eleve
1431,Nom_1431,Prenom_1431,Finance,Data & Analytics,2021-03-24,,1124,Actif,2021,5.31,77.5,Eleve
1436,Nom_1436,Prenom_1436,Finance,Data & Analytics,2020-02-24,,4189,Actif,2020,6.39,76.9,Eleve
1454,Nom_1454,Prenom_1454,RH,Data & Analytics,2021-07-25,2025-01-31,1830,Parti,2021,3.52,77.7,Eleve
1457,Nom_1457,Prenom_1457,Developpeur,Data & Analytics,2020-06-20,,1713,Actif,2020,6.07,71.8,Faible
1460,Nom_1460,Prenom_1460,RH,Data & Analytics,2020-01-21,,2262,Actif,2020,6.49,78.4,Eleve
1467,Nom_1467,Prenom_1467,Finance,Data & Analytics,2021-07-27,,2007,Actif,2021,4.97,78.7,Eleve
1473,Nom_1473,Prenom_1473,Manager,Data & Analytics,2020-10-25,,4768,Actif,2020,5.72,75.9,Moyen
5,Nom_5,Prenom_5,Manager,Marketing,2019-03-29,,4487,Actif,2019,7.3,73.3,Moyen
28,Nom_28,Prenom_28,RH,Marketing,2021-05-06,,4352,Actif,2021,5.2,72.3,Faible
29,Nom_29,Prenom_29,Analyste,Marketing,2023-05-04,,818,Actif,2023,3.2,67.9,Faible
47,Nom_47,Prenom_47,RH,Marketing,2022-02-28,,1620,Actif,2022,4.38,74.2,Moyen
55,Nom_55,Prenom_55,Manager,Marketing,2020-08-23,,1967,Actif,2020,5.9,70.7,Faible
79,Nom_79,Prenom_79,RH,Marketing,2020-07-19,,993,Actif,2020,5.99,75.1,Moyen
87,Nom_87,Prenom_87,Manager,Marketing,2019-06-11,,4206,Actif,2019,7.1,75.7,Moyen
88,Nom_88,Prenom_88,Analyste,Marketing,2019-07-21,,1531,Actif,2019,6.99,69.8,Faible
108,Nom_108,Prenom_108,Developpeur,Marketing,2021-02-02,,1885,Actif,2021,5.45,71.9,Faible
109,Nom_109,Prenom_109,Analyste,Marketing,2019-07-07,,2079,Actif,2019,7.03,76.1,Moyen
118,Nom_118,Prenom_118,Analyste,Marketing,2022-02-26,,3654,Actif,2022,4.39,66.5,Faible
119,Nom_119,Prenom_119,Manager,Marketing,2020-10-09,,2303,Actif,2020,5.77,76.1,Moyen
125,Nom_125,Prenom_125,Developpeur,Marketing,2020-01-27,,4412,Actif,2020,6.47,73.9,Moyen
134,Nom_134,Prenom_134,Manager,Marketing,2019-02-10,,3248,Actif,2019,7.43,73.4,Moyen
145,Nom_145,Prenom_145,RH,Marketing,2023-10-18,,3691,Actif,2023,2.75,76.9,Eleve
151,Nom_151,Prenom_151,Analyste,Marketing,2021-08-18,,4391,Actif,2021,4.91,71.4,Faible
155,Nom_155,Prenom_155,Manager,Marketing,2020-10-04,,2429,Actif,2020,5.78,74.2,Moyen
167,Nom_167,Prenom_167,Finance,Marketing,2023-04-27,,4677,Actif,2023,3.22,74.7,Moyen
189,Nom_189,Prenom_189,Manager,Marketing,2023-09-19,,1893,Actif,2023,2.83,74.8,Moyen
192,Nom_192,Prenom_192,Finance,Marketing,2023-12-25,,3675,Actif,2023,2.56,70.4,Faible
193,Nom_193,Prenom_193,Analyste,Marketing,2020-07-31,,3991,Actif,2020,5.96,75.5,Moyen
209,Nom_209,Prenom_209,Finance,Marketing,2023-02-05,,1098,Actif,2023,3.44,74.3,Moyen
238,Nom_238,Prenom_238,RH,Marketing,2022-02-10,,818,Actif,2022,4.43,83.6,Eleve
247,Nom_247,Prenom_247,Developpeur,Marketing,2023-06-25,,2138,Actif,2023,3.06,76.2,Moyen
263,Nom_263,Prenom_263,Finance,Marketing,2022-02-27,2023-11-30,3704,Parti,2022,1.75,76.5,Eleve
264,Nom_264,Prenom_264,RH,Marketing,2021-12-12,2024-12-16,3305,Parti,2021,3.01,68.0,Faible
265,Nom_265,Prenom_265,Analyste,Marketing,2023-09-04,,1717,Actif,2023,2.87,67.5,Faible
267,Nom_267,Prenom_267,Analyste,Marketing,2023-08-23,,2478,Actif,2023,2.9,72.5,Faible
270,Nom_270,Prenom_270,RH,Marketing,2019-09-04,,4625,Actif,2019,6.87,72.8,Moyen
289,Nom_289,Prenom_289,Developpeur,Marketing,2022-02-21,,3589,Actif,2022,4.4,71.2,Faible
338,Nom_338,Prenom_338,Finance,Marketing,2023-08-10,,1436,Actif,2023,2.93,78.2,Eleve
339,Nom_339,Prenom_339,Developpeur,Marketing,2021-03-26,,1836,Actif,2021,5.31,71.7,Faible
346,Nom_346,Prenom_346,Analyste,Marketing,2023-08-24,2027-05-30,3230,Parti,2023,3.76,70.5,Faible
351,Nom_351,Prenom_351,Developpeur,Marketing,2022-12-16,,4906,Actif,2022,3.58,77.0,Eleve
363,Nom_363,Prenom_363,Finance,Marketing,2023-09-26,,4118,Actif,2023,2.81,79.9,Eleve
368,Nom_368,Prenom_368,Finance,Marketing,2023-09-01,,1576,Actif,2023,2.87,81.9,Eleve
382,Nom_382,Prenom_382,RH,Marketing,2020-11-18,,1246,Actif,2020,5.66,66.3,Faible
407,Nom_407,Prenom_407,RH,Marketing,2021-10-16,2023-02-27,4062,Parti,2021,1.37,77.3,Eleve
419,Nom_419,Prenom_419,RH,Marketing,2020-04-21,,2029,Actif,2020,6.24,69.7,Faible
420,Nom_420,Prenom_420,Finance,Marketing,2021-12-05,,2367,Actif,2021,4.61,74.4,Moyen
427,Nom_427,Prenom_427,RH,Marketing,2022-10-04,,1107,Actif,2022,3.78,76.4,Eleve
434,Nom_434,Prenom_434,RH,Marketing,2021-09-19,,3785,Actif,2021,4.82,73.3,Moyen
452,Nom_452,Prenom_452,RH,Marketing,2020-09-17,,2320,Actif,2020,5.83,68.8,Faible
455,Nom_455,Prenom_455,Analyste,Marketing,2023-08-14,,4143,Actif,2023,2.92,69.5,Faible
467,Nom_467,Prenom_467,Analyste,Marketing,2023-02-09,,4209,Actif,2023,3.43,76.4,Eleve
477,Nom_477,Prenom_477,Analyste,Marketing,2019-02-05,,2517,Actif,2019,7.44,79.2,Eleve
488,Nom_488,Prenom_488,Manager,Marketing,2022-01-20,2025-03-29,871,Parti,2022,3.19,80.9,Eleve
490,Nom_490,Prenom_490,Analyste,Marketing,2021-04-13,2024-07-03,2144,Parti,2021,3.22,74.7,Moyen
492,Nom_492,Prenom_492,RH,Marketing,2020-12-27,,3913,Actif,2020,5.55,74.2,Moyen
494,Nom_494,Prenom_494,Finance,Marketing,2019-02-20,,3462,Actif,2019,7.4,70.8,Faible
506,Nom_506,Prenom_506,Finance,Marketing,2020-11-12,,1298,Actif,2020,5.68,76.6,Eleve
507,Nom_507,Prenom_507,Manager,Marketing,2021-04-17,,2056,Actif,2021,5.25,73.7,Moyen
512,Nom_512,Prenom_512,RH,Marketing,2020-09-04,2024-03-22,2273,Parti,2020,3.55,75.3,Moyen
521,Nom_521,Prenom_521,RH,Marketing,2022-05-04,,4869,Actif,2022,4.2,74.3,Moyen
522,Nom_522,Prenom_522,RH,Marketing,2021-02-12,,1851,Actif,2021,5.42,71.6,Faible
541,Nom_541,Prenom_541,Manager,Marketing,2023-12-16,2026-09-02,4805,Parti,2023,2.71,74.3,Moyen
543,Nom_543,Prenom_543,Analyste,Marketing,2021-12-17,,1722,Actif,2021,4.58,73.3,Moyen
545,Nom_545,Prenom_545,RH,Marketing,2021-01-10,,983,Actif,2021,5.51,71.5,Faible
547,Nom_547,Prenom_547,RH,Marketing,2019-04-27,,2198,Actif,2019,7.22,75.3,Moyen
551,Nom_551,Prenom_551,Developpeur,Marketing,2021-10-09,,3767,Actif,2021,4.77,74.8,Moyen
555,Nom_555,Prenom_555,Analyste,Marketing,2020-05-27,,1715,Actif,2020,6.14,74.1,Moyen
558,Nom_558,Prenom_558,Finance,Marketing,2022-01-24,,2777,Actif,2022,4.48,71.5,Faible
583,Nom_583,Prenom_583,Manager,Marketing,2021-12-28,,1783,Actif,2021,4.55,76.1,Moyen
600,Nom_600,Prenom_600,Manager,Marketing,2022-07-01,2025-07-11,1808,Parti,2022,3.03,80.1,Eleve
609,Nom_609,Prenom_609,Developpeur,Marketing,2022-04-18,,1384,Actif,2022,4.25,70.8,Faible
629,Nom_629,Prenom_629,Finance,Marketing,2023-08-15,2028-08-29,2958,Parti,2023,5.04,78.8,Eleve
631,Nom_631,Prenom_631,RH,Marketing,2023-08-26,,4704,Actif,2023,2.89,70.8,Faible
634,Nom_634,Prenom_634,RH,Marketing,2021-08-14,,2032,Actif,2021,4.92,75.9,Moyen
672,Nom_672,Prenom_672,Developpeur,Marketing,2022-12-14,2024-01-01,2738,Parti,2022,1.05,78.7,Eleve
677,Nom_677,Prenom_677,RH,Marketing,2020-11-06,2022-08-21,2695,Parti,2020,1.79,74.7,Moyen
678,Nom_678,Prenom_678,Developpeur,Marketing,2022-11-18,,4198,Actif,2022,3.66,74.3,Moyen
680,Nom_680,Prenom_680,Finance,Marketing,2021-07-08,,3202,Actif,2021,5.02,72.4,Faible
698,Nom_698,Prenom_698,RH,Marketing,2019-10-06,,4375,Actif,2019,6.78,67.0,Faible
726,Nom_726,Prenom_726,Finance,Marketing,2022-10-22,,1407,Actif,2022,3.73,75.0,Moyen
742,Nom_742,Prenom_742,Developpeur,Marketing,2019-04-19,2024-06-25,4162,Parti,2019,5.19,79.4,Eleve
753,Nom_753,Prenom_753,RH,Marketing,2021-01-02,,1024,Actif,2021,5.54,72.9,Moyen
754,Nom_754,Prenom_754,Developpeur,Marketing,2019-08-23,,1640,Actif,2019,6.9,75.3,Moyen
755,Nom_755,Prenom_755,Finance,Marketing,2020-10-19,,2614,Actif,2020,5.74,66.4,Faible
762,Nom_762,Prenom_762,Manager,Marketing,2021-07-01,,2817,Actif,2021,5.04,74.8,Moyen
766,Nom_766,Prenom_766,Analyste,Marketing,2022-04-12,,1517,Actif,2022,4.26,74.4,Moyen
769,Nom_769,Prenom_769,RH,Marketing,2019-06-19,,4365,Actif,2019,7.08,75.4,Moyen
780,Nom_780,Prenom_780,RH,Marketing,2023-07-30,,4592,Actif,2023,2.97,73.8,Moyen
801,Nom_801,Prenom_801,Analyste,Marketing,2023-04-04,,4426,Actif,2023,3.29,82.2,Eleve
807,Nom_807,Prenom_807,Finance,Marketing,2021-01-23,2025-06-07,889,Parti,2021,4.37,74.2,Moyen
814,Nom_814,Prenom_814,Finance,Marketing,2021-04-08,,1769,Actif,2021,5.27,83.7,Eleve
815,Nom_815,Prenom_815,Analyste,Marketing,2021-06-13,,1894,Actif,2021,5.09,72.3,Faible
817,Nom_817,Prenom_817,Analyste,Marketing,2021-10-21,,2204,Actif,2021,4.74,68.4,Faible
845,Nom_845,Prenom_845,Manager,Marketing,2022-06-04,2025-02-16,1187,Parti,2022,2.7,78.8,Eleve
849,Nom_849,Prenom_849,Manager,Marketing,2022-11-26,,1715,Actif,2022,3.64,65.8,Faible
852,Nom_852,Prenom_852,Analyste,Marketing,2022-08-21,,1077,Actif,2022,3.9,78.2,Eleve
860,Nom_860,Prenom_860,Developpeur,Marketing,2020-10-17,,3325,Actif,2020,5.75,76.2,Moyen
886,Nom_886,Prenom_886,RH,Marketing,2021-01-09,,4842,Actif,2021,5.52,73.4,Moyen
901,Nom_901,Prenom_901,Developpeur,Marketing,2022-06-30,,2877,Actif,2022,4.05,70.6,Faible
917,Nom_917,Prenom_917,Manager,Marketing,2023-12-30,,2681,Actif,2023,2.55,71.6,Faible
928,Nom_928,Prenom_928,Finance,Marketing,2022-05-25,,2972,Actif,2022,4.15,69.3,Faible
929,Nom_929,Prenom_929,Analyste,Marketing,2021-04-06,,1079,Actif,2021,5.28,75.6,Moyen
948,Nom_948,Prenom_948,Analyste,Marketing,2023-05-08,,3508,Actif,2023,3.19,78.8,Eleve
963,Nom_963,Prenom_963,Manager,Marketing,2020-03-24,,1171,Actif,2020,6.31,74.5,Moyen
980,Nom_980,Prenom_980,Manager,Marketing,2021-12-13,,2785,Actif,2021,4.59,67.3,Faible
983,Nom_983,Prenom_983,Developpeur,Marketing,2021-09-16,,1440,Actif,2021,4.83,74.2,Moyen
985,Nom_985,Prenom_985,Manager,Marketing,2021-02-01,,2167,Actif,2021,5.45,64.1,Faible
993,Nom_993,Prenom_993,Finance,Marketing,2021-05-02,,2905,Actif,2021,5.21,76.2,Moyen
1011,Nom_1011,Prenom_1011,RH,Marketing,2019-09-06,,2958,Actif,2019,6.86,70.5,Faible
1021,Nom_1021,Prenom_1021,Developpeur,Marketing,2019-03-22,,4790,Actif,2019,7.32,71.3,Faible
